"","p_val","auc","avg_log2FC","pct.1","pct.2","p_val_adj"
"RPS27A",3.63134835708518e-05,0.714779945553539,0.561074823376638,0.969,0.713,0.429116435356755
"EIF2B5",3.64454895628766e-05,0.644226406533575,0.960601592748534,0.438,0.162,0.430676350164513
"COA4",3.64595004676418e-05,0.61002722323049,0.387090261115211,0.312,0.082,0.430841917026123
"DOCK4",3.69468984997064e-05,0.576111615245009,1.54707573967466,0.188,0.034,0.436601499571031
"CDO1",3.70504200881149e-05,0.694901315789474,0.45193301242867,0.781,0.403,0.437824814181254
"CFAP54",3.71824120345215e-05,0.654094827586207,0.354454287012437,0.5,0.192,0.439384563011941
"GOLGA7",3.74513920426651e-05,0.689655172413793,0.582195309632787,0.781,0.361,0.442563099768174
"USP40",3.74597030389559e-05,0.594941016333938,0.648331850061976,0.25,0.058,0.442661310811342
"THOP1",3.78301488764256e-05,0.641617513611615,0.524791224996957,0.438,0.154,0.447038869272721
"MPP1",3.78376795828753e-05,0.642780172413793,1.53090359212756,0.438,0.158,0.447127859630838
"KMT2A",3.80541443291239e-05,0.653896324863884,0.614808188173453,0.5,0.192,0.449685823537257
"PHF14",3.87220253244583e-05,0.705932395644283,0.433551005456134,0.969,0.523,0.457578173259124
"NDUFA8",3.87806776995625e-05,0.707605490018149,0.497837861818985,0.938,0.552,0.458271268375731
"CSTF1",3.87913341446932e-05,0.637193738656987,1.68437081453317,0.406,0.143,0.458397195587839
"RPS11",3.88021182554774e-05,0.715120235934664,0.404846565040441,0.969,0.775,0.458524631424977
"RAB24",3.91779116678447e-05,0.649614337568058,0.399629134723524,0.5,0.178,0.462965382178921
"MRPS11",3.91885337748578e-05,0.704287658802178,0.415415837471264,0.969,0.501,0.463090903617495
"FAM133B",3.9647140555208e-05,0.682480716878403,1.146134412103,0.656,0.323,0.468510259940893
"PCDH20",3.97924774475306e-05,0.316696914700544,-11.2080727791688,0,0.367,0.47022770599747
"LMO7",3.97933396343176e-05,0.316696914700544,-13.2697503583121,0,0.367,0.470237894458731
"SLC8A1",3.98071688343625e-05,0.596784255898367,2.49825414452943,0.25,0.062,0.470401314115661
"KIF27",4.0135451853269e-05,0.613798774954628,1.59888214479475,0.312,0.091,0.474280634550079
