"","p_val","auc","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"C17H9orf78.1",4.49891451086997e-05,0.394989648033126,-0.886208868422655,0.12,0.337,0.531636727749504,"1","C17H9orf78"
"NRDE2.1",4.53968370706613e-05,0.396915113871636,-1.29140615011047,0.1,0.323,0.536454423664004,"1","NRDE2"
"MTCL1.1",4.54826468635961e-05,0.587060041407867,1.55291384964074,0.32,0.153,0.537468437987115,"1","MTCL1"
"NMD3.1",4.56575070516509e-05,0.409772256728778,-2.02850655184504,0.05,0.23,0.539534760829359,"1","NMD3"
"PLRG1.1",4.57008462957201e-05,0.396314699792961,-0.614354074910149,0.12,0.325,0.540046900676525,"1","PLRG1"
"RBFA",4.58447557168516e-05,0.413985507246377,-0.766594365859607,0.03,0.207,0.541747478306035,"1","RBFA"
"LOC101747443",4.58715190575577e-05,0.410414078674948,-2.29315213928232,0.05,0.226,0.542063740703159,"1","LOC101747443"
"TRIOBP",4.59296917102156e-05,0.414679089026915,-1.99067998154207,0.03,0.203,0.542751166939618,"1","TRIOBP"
"WDR70",4.60945615252427e-05,0.408913043478261,-1.16128151451997,0.05,0.236,0.544699433543793,"1","WDR70"
"ALDH1A3",4.61903205273068e-05,0.422225672877847,-4.43941825572837,0.01,0.166,0.545831017671185,"1","ALDH1A3"
"SFSWAP",4.6398215068521e-05,0.398126293995859,-0.807309464623793,0.1,0.313,0.548287707464713,"1","SFSWAP"
"SNAP25.1",4.65832340637852e-05,0.419099378881988,-5.39518174644602,0.02,0.18,0.550474076931749,"1","SNAP25"
"TMEM138",4.69443444506637e-05,0.389792960662526,-0.75931477747196,0.15,0.393,0.554741318373493,"1","TMEM138"
"GPATCH2",4.71002528892228e-05,0.421904761904762,-2.18959267683812,0.01,0.168,0.556583688391946,"1","GPATCH2"
"ORAI1",4.71014467871456e-05,0.405051759834369,-1.54959404658936,0.07,0.261,0.5565977966837,"1","ORAI1"
"PHYH.1",4.71445662143597e-05,0.406428571428571,-1.14388105403533,0.06,0.253,0.557107338955089,"1","PHYH"
"SFRP2.1",4.73107874502411e-05,0.586532091097309,1.05769920584699,0.32,0.151,0.559071575299499,"1","SFRP2"
"GALNT18",4.74712648364045e-05,0.396749482401656,-0.701064642660099,0.11,0.325,0.560967936571792,"1","GALNT18"
"MPLKIP",4.76685731119995e-05,0.396987577639752,-0.929583304540412,0.11,0.323,0.563299528464498,"1","MPLKIP"
"MARCKSL1.1",4.79233359457728e-05,0.591180124223602,2.29035340549674,0.34,0.178,0.566310060871197,"1","MARCKSL1"
"SOCS3.1",4.79837681144978e-05,0.421987577639752,-1.3805297034353,0.01,0.168,0.56702418780902,"1","SOCS3"
"SLC35A4.1",4.80020841033283e-05,0.384710144927536,0.470194429432683,0.19,0.46,0.56724062784903,"1","SLC35A4"
"MFSD10.1",4.80887806145863e-05,0.415248447204969,-1.67400401952643,0.03,0.201,0.568265120522567,"1","MFSD10"
"SPAG17.1",4.83078168107456e-05,0.396645962732919,-1.42062179075462,0.12,0.325,0.57085347125258,"1","SPAG17"
"MAD1L1.1",4.84435184199185e-05,0.4125983436853,-2.00670502387789,0.04,0.215,0.572457057168176,"1","MAD1L1"
"CG.16.1",4.86948258707556e-05,0.626190476190476,1.19678570283265,0.65,0.652,0.575426757314719,"1","CG.16"
"LASP1",4.87329783039781e-05,0.611076604554865,2.0731241853027,0.48,0.34,0.575877604618109,"1","LASP1"
"LCORL",4.8979247485354e-05,0.389575569358178,-0.268183717037662,0.18,0.393,0.578787767534429,"1","LCORL"
"TPCN1",4.92558070328554e-05,0.404761904761905,-1.40827274312039,0.07,0.265,0.582055871707252,"1","TPCN1"
"PHLDB2.1",4.94108610695708e-05,0.422525879917184,-4.30747925165941,0.01,0.166,0.583888145259118,"1","PHLDB2"
"TRPC4AP",4.98900243148697e-05,0.390507246376812,0.901535998495845,0.14,0.391,0.589550417328815,"1","TRPC4AP"
"BBS9",5.0029944530034e-05,0.411801242236025,-0.88584850247314,0.04,0.222,0.591203854511411,"1","BBS9"
"TMEM101",5.00487337916151e-05,0.413747412008282,-3.52295766458466,0.04,0.209,0.591425887215515,"1","TMEM101"
"C9H21orf2.1",5.02446777231917e-05,0.388643892339544,-0.672553160733053,0.17,0.41,0.593741356654957,"1","C9H21orf2"
"PHF2",5.02589124225243e-05,0.419451345755694,-4.84658835075995,0.02,0.18,0.59390956809697,"1","PHF2"
"LETM1",5.04146750796555e-05,0.411521739130435,-3.37824657283118,0.05,0.222,0.59575021541629,"1","LETM1"
"RPS17.1",5.04363958547623e-05,0.628426501035197,0.846871106173463,0.74,0.863,0.596006889815726,"1","RPS17"
"TCF24.1",5.06583202089954e-05,0.565776397515528,2.42884797275432,0.2,0.075,0.598629369909699,"1","TCF24"
"CHORDC1.1",5.09008789873164e-05,0.403643892339545,-0.776493958352844,0.08,0.273,0.601495686993118,"1","CHORDC1"
"TMEM41B",5.099876916351e-05,0.418395445134576,-1.95903957492286,0.02,0.186,0.602652455205198,"1","TMEM41B"
"HID1",5.10567211627814e-05,0.390652173913043,0.304351867758915,0.15,0.389,0.603337273980588,"1","HID1"
"ESYT2",5.11597030845936e-05,0.42268115942029,-3.48305377991481,0.01,0.166,0.604554211350643,"1","ESYT2"
"MXD4",5.12801398317362e-05,0.383219461697723,-0.393294760191265,0.22,0.487,0.605977412391626,"1","MXD4"
"BUD13",5.1393236930517e-05,0.405527950310559,-1.41430440494355,0.07,0.261,0.607313880807919,"1","BUD13"
"ZCCHC6",5.15535978741026e-05,0.392422360248447,-0.83214633256705,0.15,0.369,0.609208866078271,"1","ZCCHC6"
"TCTN1",5.16072757640188e-05,0.41195652173913,0.387562269914594,0.04,0.222,0.60984317770341,"1","TCTN1"
"CBR4",5.16909249532033e-05,0.415600414078675,-1.8090877142083,0.03,0.201,0.610831660172003,"1","CBR4"
"DDX25.1",5.24194052411912e-05,0.419648033126294,-4.25276336179056,0.02,0.18,0.619440111735157,"1","DDX25"
"DARS",5.25149097013574e-05,0.385952380952381,-0.430881937533894,0.19,0.449,0.62056868794094,"1","DARS"
"FYTTD1",5.266694771503e-05,0.388053830227743,0.342670746596679,0.18,0.42,0.62236532114851,"1","FYTTD1"
"RFC2.1",5.26938669202294e-05,0.420051759834369,-4.59274074347098,0.02,0.178,0.622683425396351,"1","RFC2"
"LOC107049264.1",5.27072705841318e-05,0.427536231884058,-9.88910869392326,0,0.145,0.622841816492685,"1","LOC107049264"
"PPM1M",5.27083073565686e-05,0.427536231884058,-10.9340754249347,0,0.145,0.622854068032571,"1","PPM1M"
"HMGCL",5.2796603787234e-05,0.400455486542443,-1.1468695769847,0.1,0.298,0.623897466953744,"1","HMGCL"
"OSTF1",5.28908711895575e-05,0.594047619047619,2.01476202034385,0.36,0.199,0.625011424847001,"1","OSTF1"
"CHN1.1",5.2960165682977e-05,0.405424430641822,-1.26542887093906,0.07,0.263,0.62583027787574,"1","CHN1"
"ARL2BP.1",5.30408787952326e-05,0.386552795031056,0.685279740175059,0.19,0.441,0.626784064723264,"1","ARL2BP"
"GSK3B",5.30856230957634e-05,0.375393374741201,0.434396964141891,0.36,0.669,0.627312808122636,"1","GSK3B"
"PEAK1",5.31330048829947e-05,0.415393374741201,-1.43819057458602,0.03,0.203,0.627872718702349,"1","PEAK1"
"RNF216",5.31386257196383e-05,0.412422360248447,-1.51619623028221,0.04,0.219,0.627939140128966,"1","RNF216"
"TMEM199.1",5.31851323867717e-05,0.375455486542443,-0.390941823661382,0.35,0.669,0.628488709414481,"1","TMEM199"
"DDX18.1",5.33439365870759e-05,0.408219461697723,-1.42385707907429,0.06,0.244,0.630365298649476,"1","DDX18"
"GNE",5.33583951058404e-05,0.415755693581781,-1.6646806159009,0.03,0.201,0.630536154965715,"1","GNE"
"ADD1.1",5.36378640733448e-05,0.384337474120083,-0.445223099142657,0.22,0.472,0.633838639754715,"1","ADD1"
"DERL3",5.36849050892425e-05,0.409120082815735,-0.858301792766201,0.05,0.24,0.634394523439579,"1","DERL3"
"STOX2",5.41008689220099e-05,0.399244306418219,-1.08601972296524,0.1,0.311,0.639309968051392,"1","STOX2"
"ATP6AP1.1",5.44307902669483e-05,0.382008281573499,-0.263321485167749,0.24,0.513,0.643208648584528,"1","ATP6AP1"
"CGN",5.45692545008336e-05,0.416211180124224,-1.98261677603051,0.03,0.199,0.644844880436351,"1","CGN"
"GPR137B",5.46350268408284e-05,0.39675983436853,-0.648338492579157,0.12,0.331,0.645622112178069,"1","GPR137B"
"MRPS22",5.46693908699495e-05,0.410703933747412,-1.49335780922901,0.05,0.23,0.646028191910193,"1","MRPS22"
"PNAT3",5.46817777751023e-05,0.540393374741201,4.82401903133449,0.1,0.021,0.646174567968383,"1","PNAT3"
"IGDCC3",5.46833496013573e-05,0.419844720496894,-3.06996255816757,0.02,0.18,0.646193142239239,"1","IGDCC3"
"GAS2L3.1",5.48508251747191e-05,0.420238095238095,-6.7744588834068,0.02,0.178,0.648172201089656,"1","GAS2L3"
"CEBPZ.1",5.52429835845739e-05,0.381935817805383,-1.27026613220639,0.34,0.497,0.65280633701891,"1","CEBPZ"
"THBS1.1",5.53768444744673e-05,0.39916149068323,-2.36397391508347,0.11,0.311,0.65438817115478,"1","THBS1"
"NRDC.1",5.54815913787271e-05,0.400517598343685,-0.864956911562943,0.1,0.3,0.655625965322418,"1","NRDC"
"MRPL39.1",5.55047885242407e-05,0.416293995859213,-1.85583228058829,0.03,0.199,0.655900085990953,"1","MRPL39"
"NEIL1.1",5.55451821883608e-05,0.416645962732919,-2.61372373745711,0.03,0.197,0.65637741791986,"1","NEIL1"
"USP14.1",5.58805506990847e-05,0.406252587991718,-1.26037948387849,0.07,0.259,0.660340467611084,"1","USP14"
"HSPA14",5.59024307102847e-05,0.411739130434783,-3.00541526589042,0.05,0.224,0.660599023703435,"1","HSPA14"
"INAFM2",5.6013634463411e-05,0.558581780538302,2.25866480620603,0.17,0.056,0.661913118454127,"1","INAFM2"
"HPS1",5.62930805892393e-05,0.419979296066253,-2.37760566804972,0.02,0.18,0.66521533332304,"1","HPS1"
"TBX2.1",5.67827655117506e-05,0.419658385093168,-3.59359113096895,0.02,0.182,0.671001940052357,"1","TBX2"
"TRIB2.1",5.68190170073064e-05,0.385703933747412,0.309187188842531,0.2,0.46,0.67143032397534,"1","TRIB2"
"SLC35A5.1",5.6898796648589e-05,0.400890269151139,0.752549367862485,0.09,0.3,0.672373079996377,"1","SLC35A5"
"CLC2DL5",5.69562742978367e-05,0.401128364389234,-0.915730839872313,0.09,0.298,0.673052293377537,"1","CLC2DL5"
"DHX37.1",5.70444885729611e-05,0.381542443064182,-0.574397621789542,0.26,0.526,0.674094721466681,"1","DHX37"
"ICMT.1",5.70459781006973e-05,0.408012422360248,-0.450944293545397,0.06,0.248,0.67411232321594,"1","ICMT"
"CISH",5.71172099640521e-05,0.423581780538302,-3.6127758184219,0.01,0.164,0.674954070145204,"1","CISH"
"RPL7L1.1",5.72487565663826e-05,0.37583850931677,-0.332412173165732,0.35,0.675,0.676508556344943,"1","RPL7L1"
"UBE2D1.1",5.72824919798582e-05,0.39684265010352,-0.263610947531311,0.12,0.333,0.676907207725984,"1","UBE2D1"
"RBKS.1",5.73512380247088e-05,0.396252587991718,-1.37200499583082,0.13,0.337,0.677719579737983,"1","RBKS"
"SGIP1.1",5.76280742263783e-05,0.423623188405797,-3.88547236283975,0.01,0.164,0.680990953133113,"1","SGIP1"
"CCDC148",5.7862845020722e-05,0.420486542443064,-4.58407929663329,0.02,0.178,0.683765239609871,"1","CCDC148"
"TMEM43",5.85576967032009e-05,0.416211180124224,-1.08829589579692,0.03,0.201,0.691976301941725,"1","TMEM43"
"ANXA5.1",5.86909208045191e-05,0.375973084886128,-0.582364159086437,0.39,0.669,0.693550611147002,"1","ANXA5"
"ZNF711",5.90202299473229e-05,0.416594202898551,-2.63381009976443,0.03,0.199,0.697442057287515,"1","ZNF711"
"WRB.1",5.96447683928596e-05,0.39036231884058,-0.334160941977211,0.18,0.4,0.704822228098422,"1","WRB"
"RNF38",5.98974637323201e-05,0.400734989648033,-0.586574190449626,0.11,0.3,0.707808328924826,"1","RNF38"
"TADA2B.1",6.03080110087695e-05,0.418105590062112,-5.96527871287496,0.03,0.19,0.712659766090629,"1","TADA2B"
"HEATR5B",6.03415808152685e-05,0.407215320910973,-3.00780877175825,0.07,0.255,0.713056460494027,"1","HEATR5B"
"CWC22",6.03762728905845e-05,0.393064182194617,-0.628674413326922,0.14,0.375,0.713466416748037,"1","CWC22"
"LOC426456.1",6.05340609159254e-05,0.428571428571429,-9.81908156931545,0,0.143,0.71533099784349,"1","LOC426456"
"EHD4.1",6.05359904749041e-05,0.428571428571429,-10.3190315849757,0,0.143,0.715353799441941,"1","EHD4"
"COL9A1",6.06292622844644e-05,0.402184265010352,-2.43377530093841,0.1,0.29,0.716455992415516,"1","COL9A1"
"ADAR.1",6.09465629617367e-05,0.413757763975155,-0.700650825592814,0.04,0.215,0.720205534518843,"1","ADAR"
"HES5.1",6.13195569456712e-05,0.412525879917184,-3.81832793151412,0.05,0.222,0.724613204426997,"1","HES5"
"MRPL27.1",6.16005461047035e-05,0.383167701863354,0.539980827269763,0.21,0.513,0.727933653319281,"1","MRPL27"
"PLXNA4.1",6.19221971172371e-05,0.420807453416149,-4.81640369836007,0.02,0.178,0.731734603334391,"1","PLXNA4"
"PLXNB2.1",6.1927877744284e-05,0.411656314699793,-2.40079829092905,0.05,0.228,0.731801731304204,"1","PLXNB2"
"PDZD7.1",6.22874137092517e-05,0.414192546583851,-2.08726972929657,0.04,0.213,0.736050367802227,"1","PDZD7"
"MED12",6.2422619902587e-05,0.405807453416149,-0.423441291795294,0.07,0.267,0.737648099388871,"1","MED12"
"PWP1.1",6.25511712594277e-05,0.408788819875776,-1.61698058311973,0.06,0.246,0.739167190772657,"1","PWP1"
"TMEM141.1",6.30089381567145e-05,0.395113871635611,0.530006757875872,0.12,0.358,0.744576622197895,"1","TMEM141"
"SGCD.1",6.31550208708291e-05,0.42444099378882,-4.42502912428154,0.01,0.161,0.746302881630588,"1","SGCD"
"TOM1.1",6.32352360096439e-05,0.392505175983437,-0.729176557403842,0.15,0.383,0.747250783925962,"1","TOM1"
"TNKS.1",6.32731368704342e-05,0.420527950310559,-2.48458078569144,0.02,0.18,0.747698658397921,"1","TNKS"
"BMP4.1",6.36927633083516e-05,0.404151138716356,-0.957229713476937,0.08,0.28,0.752657384014791,"1","BMP4"
"TFAM",6.39143250849441e-05,0.40296066252588,-1.1983652123702,0.09,0.288,0.755275579528784,"1","TFAM"
"RIBC2.1",6.43355656839752e-05,0.42452380952381,-3.9188988936763,0.01,0.161,0.760253379687534,"1","RIBC2"
"DENND6B.1",6.44947657067808e-05,0.408674948240166,-0.462999007277136,0.06,0.248,0.762134646357029,"1","DENND6B"
"PIGG",6.45204601286226e-05,0.414047619047619,-1.98026160658597,0.04,0.215,0.762438277339933,"1","PIGG"
"EIF3I.1",6.45216383713597e-05,0.38379917184265,-0.287169706999735,0.24,0.501,0.762452200634358,"1","EIF3I"
"DAAM1",6.45982000548436e-05,0.397173913043478,-0.626274350988749,0.12,0.337,0.763356930048087,"1","DAAM1"
"NOB1.1",6.47785726236816e-05,0.418095238095238,-3.04911489300696,0.03,0.193,0.765488392694046,"1","NOB1"
"COX15",6.49882175812526e-05,0.417412008281573,-2.87351063221049,0.03,0.197,0.767965767157662,"1","COX15"
"HELZ",6.49901117897593e-05,0.395683229813665,0.640089256200609,0.14,0.35,0.767988151019585,"1","HELZ"
"NRF1",6.5028712630674e-05,0.404026915113872,-0.691169598126502,0.09,0.28,0.768444297156675,"1","NRF1"
"FAM206A",6.50392803235214e-05,0.401438923395445,-0.846931740873631,0.1,0.3,0.768569175583053,"1","FAM206A"
"LEO1",6.55399575077099e-05,0.417453416149068,-2.43131496308536,0.03,0.197,0.774485677868607,"1","LEO1"
"LNX1.1",6.58134553621945e-05,0.417474120082816,-2.23069089990039,0.03,0.197,0.777717602015053,"1","LNX1"
"ADK.1",6.60462095753581e-05,0.425051759834369,-5.19325167385772,0.01,0.159,0.780468058552007,"1","ADK"
"AGRN",6.60778178020435e-05,0.382950310559006,-0.778656781273925,0.28,0.513,0.780841572966748,"1","AGRN"
"PIGP.1",6.61602307363348e-05,0.406915113871636,-0.456233721101431,0.07,0.261,0.781815446611268,"1","PIGP"
"REXO4.1",6.62345173257141e-05,0.42111801242236,-2.35246767584675,0.02,0.178,0.782693291237963,"1","REXO4"
"BMPR2",6.70770678096425e-05,0.405952380952381,-1.5866445000778,0.08,0.267,0.792649710306545,"1","BMPR2"
"TCF25.1",6.74537708134696e-05,0.385207039337474,0.928085589644654,0.21,0.487,0.79710120970277,"1","TCF25"
"IPO13.1",6.74824465091254e-05,0.399265010351967,-0.295032923104339,0.11,0.321,0.797440070398335,"1","IPO13"
"DCLK3.1",6.76228836173911e-05,0.422360248447205,-11.7282996435793,0.02,0.172,0.799099615706711,"1","DCLK3"
"GATAD2A",6.7655430541217e-05,0.395745341614907,-0.574242096168698,0.13,0.354,0.799484222705562,"1","GATAD2A"
"LSG1",6.77053306626262e-05,0.41212215320911,-0.868872196647099,0.05,0.228,0.800073892440254,"1","LSG1"
"PPP1CC",6.7747128567811e-05,0.400351966873706,-1.27423084060314,0.11,0.311,0.800567818285822,"1","PPP1CC"
"SFPQ",6.79630014992434e-05,0.390600414078675,-0.569975802681285,0.18,0.408,0.803118788716559,"1","SFPQ"
"TMEM74.1",6.810251146093e-05,0.419047619047619,-5.55062473295424,0.03,0.188,0.80476737793381,"1","TMEM74"
"CADM3.1",6.83125966372252e-05,0.421262939958592,-3.62848849398477,0.02,0.178,0.80724995446209,"1","CADM3"
"EIF2B3.1",6.84808998745023e-05,0.393685300207039,-0.694145153457522,0.15,0.375,0.809238793816993,"1","EIF2B3"
"GNG5",6.87843864840955e-05,0.607287784679089,1.85109490978938,0.45,0.325,0.812825095082556,"1","GNG5"
"NOC4L.1",6.91315067069896e-05,0.413457556935818,-4.0477994399494,0.05,0.219,0.816927014756496,"1","NOC4L"
"KATNBL1",6.92742139595759e-05,0.424855072463768,-3.19453025884888,0.01,0.161,0.818613386360309,"1","KATNBL1"
"APLF",6.92841313140583e-05,0.424855072463768,-2.96001240797232,0.01,0.161,0.818730579738227,"1","APLF"
"WDR41.1",6.92993921343723e-05,0.421708074534161,-3.7367440179515,0.02,0.176,0.818910916851878,"1","WDR41"
"PPP1R26.1",6.95534501842328e-05,0.398623188405797,-0.346833861735712,0.12,0.327,0.821913120827079,"1","PPP1R26"
"AP5Z1.1",7.04227536453996e-05,0.41712215320911,-1.25580761624547,0.03,0.201,0.832185679827688,"1","AP5Z1"
"PLD6.1",7.07533136829427e-05,0.420683229813665,-0.550578866203804,0.02,0.182,0.836091907791334,"1","PLD6"
"CA5A",7.09101938017013e-05,0.612556935817805,1.96661322639877,0.5,0.393,0.837945760154705,"1","CA5A"
"PAIP1.1",7.09398103616593e-05,0.389575569358178,-0.412100605646922,0.19,0.424,0.838295739043728,"1","PAIP1"
"ESF1",7.17486180403265e-05,0.404585921325052,-0.823866511124216,0.08,0.282,0.847853419382539,"1","ESF1"
"OTOP1.1",7.18376155813442e-05,0.422256728778468,-5.32029455383354,0.02,0.174,0.848905103324744,"1","OTOP1"
"CTH.1",7.20281938546873e-05,0.396687370600414,-0.555467411456579,0.13,0.348,0.85115716678084,"1","CTH"
"SERPINI1.1",7.21000039995806e-05,0.388064182194617,-0.690674616328511,0.23,0.441,0.852005747263043,"1","SERPINI1"
"TRUB1.1",7.21331519587656e-05,0.406614906832298,-2.02497210643712,0.08,0.265,0.852397456696733,"1","TRUB1"
"RHBDD1",7.21709858718542e-05,0.421521739130435,-0.887084929162113,0.02,0.178,0.852844540047701,"1","RHBDD1"
"EFCAB5.1",7.31340048355036e-05,0.421583850931677,-0.878547948890869,0.02,0.178,0.864224535141146,"1","EFCAB5"
"CCDC134.1",7.31496915053247e-05,0.408809523809524,-0.703513570877242,0.06,0.253,0.864409904518423,"1","CCDC134"
"AP2M1.1",7.36196790388271e-05,0.37675983436853,-0.355752931891927,0.37,0.714,0.86996374720182,"1","AP2M1"
"ADSSL1.1",7.37743160387069e-05,0.421625258799172,-0.352607927151079,0.02,0.178,0.871791092629399,"1","ADSSL1"
"PUF60.1",7.37884287856853e-05,0.386853002070393,-0.392513891406366,0.21,0.468,0.871957862960443,"1","PUF60"
"C28H19ORF44.1",7.38190582587153e-05,0.416024844720497,-1.95255083716849,0.04,0.207,0.872319811443238,"1","C28H19ORF44"
"DNAJC7",7.45334387798732e-05,0.397277432712215,-0.692568996697559,0.13,0.344,0.880761646061761,"1","DNAJC7"
"SUPT5H.1",7.57720986072108e-05,0.404182194616977,-1.39458960067653,0.09,0.286,0.89539888924141,"1","SUPT5H"
"DLD.1",7.58351124458618e-05,0.38491718426501,0.290143959780439,0.24,0.501,0.896143523772749,"1","DLD"
"CLEC18B.1",7.59243782158232e-05,0.426086956521739,-5.87983900931666,0.01,0.157,0.897198377376383,"1","CLEC18B"
"HSPBP1",7.60545824735427e-05,0.415527950310559,-0.698116375603982,0.04,0.211,0.898737001089854,"1","HSPBP1"
"AP1G1",7.62704202138677e-05,0.403053830227743,0.604373985589052,0.09,0.296,0.901287555667275,"1","AP1G1"
"PTPRD",7.63974714934857e-05,0.408509316770186,-0.652249484775706,0.07,0.255,0.90278892063852,"1","PTPRD"
"MAML3",7.66915159544404e-05,0.409347826086957,-3.25477956590473,0.07,0.248,0.906263644033622,"1","MAML3"
"TLL2.1",7.68040916840995e-05,0.426138716356108,-7.37951780008455,0.01,0.157,0.907593951431004,"1","TLL2"
"NSMCE4A",7.69208066556908e-05,0.411904761904762,-1.82419212619825,0.06,0.232,0.908973172250298,"1","NSMCE4A"
"UXS1.1",7.75718804928364e-05,0.39332298136646,-0.594638477267807,0.15,0.389,0.916666911783848,"1","UXS1"
"MCTS1.1",7.81665170966363e-05,0.387246376811594,0.292980440548692,0.2,0.47,0.923693732530951,"1","MCTS1"
"PKP4",7.86001538165239e-05,0.389171842650104,0.435580203418277,0.19,0.441,0.928818017649863,"1","PKP4"
"ZFAND2B",7.97570822369787e-05,0.43064182194617,-8.59679936571395,0,0.139,0.942489440794378,"1","ZFAND2B"
"GUCY1B4.1",7.9757182015914e-05,0.419813664596273,-4.51611249548899,0.03,0.188,0.942490619882056,"1","GUCY1B4"
"FHOD3.1",8.02319860073987e-05,0.419140786749482,-3.00904595839287,0.03,0.193,0.94810137864943,"1","FHOD3"
"ADAMTS12.1",8.04507692538431e-05,0.426345755693582,-4.80841368022294,0.01,0.157,0.950686740272664,"1","ADAMTS12"
"LOC771456.1",8.06380600162416e-05,0.426770186335404,-8.75393821220042,0.01,0.155,0.952899955211927,"1","LOC771456"
"NOL11",8.13091887650345e-05,0.411335403726708,-2.35995291391949,0.06,0.238,0.960830683636412,"1","NOL11"
"SWT1",8.1946646420557e-05,0.41787784679089,-6.02004276008221,0.04,0.199,0.968363520751722,"1","SWT1"
"LOC100857932",8.19508601801676e-05,0.403933747412008,-0.343649177897486,0.09,0.292,0.96841331474904,"1","LOC100857932"
"ATL2.1",8.19921283515738e-05,0.416884057971014,-2.79995064754634,0.04,0.205,0.968900980730547,"1","ATL2"
"RNF2.1",8.23009725832731e-05,0.402826086956522,-0.307269007138605,0.1,0.3,0.972550593016538,"1","RNF2"
"EMC8",8.27632656685077e-05,0.400703933747412,-0.514899971082138,0.11,0.319,0.978013510404755,"1","EMC8"
"ZMYND10.1",8.27892675134159e-05,0.411149068322981,-1.84053478990623,0.06,0.24,0.978320774206036,"1","ZMYND10"
"LOC419074",8.31182364047202e-05,0.422939958592133,-2.92218646450469,0.02,0.174,0.982208199594578,"1","LOC419074"
