"","p_val","auc","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LOC112530493",0.00325573468161808,0.567702539859103,2.71709130721374,0.287,0.173,1,"3","LOC112530493"
"MFN1.1",0.00325850957538082,0.579961531331109,0.348244675149048,0.46,0.27,1,"3","MFN1"
"USP14.2",0.00326521110994478,0.572406840934372,0.370970798643923,0.356,0.204,1,"3","USP14"
"KHDRBS1.1",0.00327608398230612,0.434603262884687,-2.42668918397918,0.069,0.194,1,"3","KHDRBS1"
"FGD3.1",0.00329506357204694,0.436248609566185,-2.44383533291044,0.057,0.183,1,"3","FGD3"
"CTBP1",0.00330019690507347,0.407652020763812,-1.1607498339725,0.402,0.518,1,"3","CTBP1"
"ARHGEF3.3",0.00330137272022684,0.57017055988135,0.954001141904447,0.322,0.19,1,"3","ARHGEF3"
"RBM47.2",0.00330432660020302,0.425878290693363,-2.6512787234466,0.126,0.262,1,"3","RBM47"
"NCOR2.1",0.003319627137955,0.596762606599926,0.308235515473556,0.885,0.627,1,"3","NCOR2"
"H2AFY2.2",0.00332938422220854,0.558977567667779,0.597238735248684,0.241,0.119,1,"3","H2AFY2"
"SEC62",0.00333969037816992,0.403770393029292,-1.38463627464526,0.598,0.647,1,"3","SEC62"
"EXOC5",0.00333983983065609,0.422008249907304,-2.16691883097627,0.161,0.3,1,"3","EXOC5"
"JMJD4.3",0.00335304968786253,0.559556915090842,0.971831097727176,0.241,0.123,1,"3","JMJD4"
"AGFG1",0.00335808275173982,0.567969039673711,1.30539711476211,0.31,0.173,1,"3","AGFG1"
"CDH11.1",0.00336045541640404,0.439539302929181,-4.0130111259821,0.046,0.163,1,"3","CDH11"
"AGGF1.2",0.0033619134613772,0.565477845754542,0.812308678442581,0.287,0.157,1,"3","AGGF1"
"B3GALNT1.1",0.00337356961289441,0.433780589543938,-2.02368203963284,0.069,0.202,1,"3","B3GALNT1"
"HSDL1.1",0.00338319622962359,0.579799314052651,0.432750282343684,0.425,0.278,1,"3","HSDL1"
"INTS7.1",0.00338872041941019,0.562731738969225,1.77739403509369,0.264,0.141,1,"3","INTS7"
"CAMKMT",0.00339291637327532,0.557575546903967,0.52894595507997,0.23,0.113,1,"3","CAMKMT"
"TCF24.3",0.00339353646495364,0.449689469781238,-9.00862910795928,0.011,0.111,1,"3","TCF24"
"WDR44.1",0.00341398867399455,0.574816926214312,0.292990947514177,0.379,0.228,1,"3","WDR44"
"MED31.2",0.00343559100350968,0.559093437152392,0.912732712127241,0.241,0.121,1,"3","MED31"
"GBE1.1",0.00344234512054737,0.420501946607341,-2.68184277405031,0.172,0.321,1,"3","GBE1"
"GSTAL3.1",0.00344268674786125,0.430362439747868,-4.09028545199928,0.103,0.226,1,"3","GSTAL3"
"LOC112532515.1",0.00344755225292653,0.559383110863923,0.447957611752976,0.241,0.123,1,"3","LOC112532515"
"TARS.1",0.00345940896616953,0.567992213570634,0.453639380628227,0.31,0.175,1,"3","TARS"
"DLG1.1",0.00346543741039022,0.587411939191694,0.662577937521155,0.552,0.383,1,"3","DLG1"
"KANK1.3",0.00350167217740169,0.587805895439377,0.338612278830463,0.598,0.385,1,"3","KANK1"
"C10H15orf40.2",0.00351092947290074,0.578710140897293,0.570223179472836,0.414,0.27,1,"3","C10H15orf40"
"RAN.1",0.00351254473144908,0.595580737856878,0.352629637222302,0.816,0.601,1,"3","RAN"
"CHST11.2",0.00352205993488378,0.432853633667037,-0.880244568975149,0.08,0.21,1,"3","CHST11"
"PPP2R2A",0.00353466983698977,0.439863737486096,-4.65221716476687,0.046,0.163,1,"3","PPP2R2A"
"TMEM67",0.00354727752687314,0.542419818316648,2.01861249713533,0.138,0.054,1,"3","TMEM67"
"RRP9.2",0.00356195420239733,0.552384593993326,0.769574066748912,0.195,0.091,1,"3","RRP9"
"TEX264",0.00358675546828628,0.587863830181683,-0.393232511565666,0.621,0.387,1,"3","TEX264"
"INSC",0.00359286649356209,0.542361883574342,1.1884439534202,0.138,0.054,1,"3","INSC"
"PDE3B.3",0.00359883123500167,0.55232665925102,1.41511446695988,0.195,0.091,1,"3","PDE3B"
"FBXO41.2",0.00360565509253885,0.450013904338154,-4.79366885504353,0.011,0.111,1,"3","FBXO41"
"ENDOV.1",0.00361465446529842,0.547900444938821,-0.464085131227584,0.172,0.073,1,"3","ENDOV"
"MITF",0.00362516059851963,0.557170003707824,0.409829006257536,0.23,0.113,1,"3","MITF"
"SEC31B.2",0.00364034761992888,0.550333704115684,1.32421044282513,0.184,0.083,1,"3","SEC31B"
"GOLT1B.1",0.00364756896158074,0.567134779384501,0.611550083679809,0.31,0.171,1,"3","GOLT1B"
"MRPL16.2",0.00365091630143071,0.576415925101965,0.306494067717315,0.414,0.246,1,"3","MRPL16"
"LOC101750711",0.00365232200409413,0.450083426028921,-5.10975243610854,0.011,0.111,1,"3","LOC101750711"
"LOC107051618",0.0036716092947747,0.546069707081943,0.45147158621273,0.161,0.067,1,"3","LOC107051618"
"ITGB8.2",0.00367617053507276,0.416064145346682,-2.29318131069551,0.241,0.383,1,"3","ITGB8"
"TIMMDC1.1",0.0036889666321065,0.586832591768632,0.296537148056005,0.563,0.381,1,"3","TIMMDC1"
"BANP.1",0.00370068407204475,0.551793659621802,1.41943707335211,0.195,0.089,1,"3","BANP"
"CHD4",0.00371451566925353,0.409505932517612,-1.47164252953476,0.402,0.498,1,"3","CHD4"
"HSPA4L.2",0.00371599551687719,0.59514043381535,0.349601538708034,0.828,0.607,1,"3","HSPA4L"
"CUTC.1",0.0037322270326735,0.578350945494994,0.519415184491507,0.425,0.27,1,"3","CUTC"
"TAF8",0.003748357666381,0.549777530589544,0.295533239722214,0.184,0.081,1,"3","TAF8"
"GCHFR.1",0.00375245932549272,0.446445124212087,-4.10155916255368,0.023,0.129,1,"3","GCHFR"
"HELLS",0.00375739230586269,0.544111512791991,1.74360855611502,0.149,0.06,1,"3","HELLS"
"TBC1D2B",0.00376446524895881,0.450245643307379,-4.19072742167873,0.011,0.111,1,"3","TBC1D2B"
"SASH1.2",0.00376954862705768,0.437430478309232,-2.93812897692594,0.057,0.181,1,"3","SASH1"
"NSD1.1",0.00378342565411735,0.560866240266963,-0.617407411531234,0.264,0.133,1,"3","NSD1"
"RPP30",0.0038022400369378,0.548479792361884,0.755667515485191,0.172,0.077,1,"3","RPP30"
"RAB24.2",0.00380664379038247,0.567296996662959,0.660821945643852,0.31,0.175,1,"3","RAB24"
"SHPRH.1",0.00385531907259902,0.557112068965517,1.00679237900039,0.23,0.115,1,"3","SHPRH"
"LIMA1",0.00385738284974593,0.433270763811643,-2.29846009503575,0.08,0.212,1,"3","LIMA1"
"TEAD4.2",0.00385748540450219,0.450778642936596,-8.39162471856375,0.011,0.109,1,"3","TEAD4"
"CMTR1.1",0.00386184347979746,0.54798155357805,0.318101261238297,0.172,0.075,1,"3","CMTR1"
"GPR146.1",0.00387466061386807,0.446989710789766,-7.14470151775445,0.023,0.127,1,"3","GPR146"
"AMN1",0.00387653908200102,0.546243511308862,0.591787526159006,0.161,0.069,1,"3","AMN1"
"LOC101748153.2",0.00388533067548723,0.561816370040786,0.523626126250064,0.264,0.141,1,"3","LOC101748153"
"LOC100857197",0.00390066054827688,0.544401186503522,1.45995688885446,0.149,0.062,1,"3","LOC100857197"
"GHDC",0.00391437989311301,0.539360863922877,1.42730716317084,0.126,0.046,1,"3","GHDC"
"MCRS1.1",0.00394818120852385,0.580355487578791,0.381173630983649,0.471,0.296,1,"3","MCRS1"
"PRDM11.1",0.00395299729123885,0.552894419725621,0.429038051249959,0.207,0.095,1,"3","PRDM11"
"RPS17.2",0.00395322284875621,0.403399610678532,-0.624485929050933,0.954,0.823,1,"3","RPS17"
"SNX2.1",0.00396359748197123,0.581908138672599,0.338472317364134,0.471,0.321,1,"3","SNX2"
"PAN2.3",0.0039728850343141,0.566984149054505,1.13634565016379,0.299,0.177,1,"3","PAN2"
"ADAMTS17.1",0.00397697203377748,0.447140341119763,-5.05814530368562,0.023,0.127,1,"3","ADAMTS17"
"FSCN1.1",0.00399112836277504,0.438090934371524,-2.9950207975377,0.057,0.179,1,"3","FSCN1"
"CEBPZ.3",0.00405236732095713,0.58903411197627,0.902577414100471,0.575,0.452,1,"3","CEBPZ"
"RBMX2.3",0.00408613410297398,0.578779662588061,-0.357750210404585,0.471,0.278,1,"3","RBMX2"
"ERCC5.1",0.00409042831873968,0.569428995179829,-0.361713756766681,0.345,0.194,1,"3","ERCC5"
"ELOVL6.1",0.00411315095319393,0.430825917686318,-2.93321256664184,0.103,0.234,1,"3","ELOVL6"
"MYO18A.2",0.00411801730750481,0.446989710789766,-3.44552665686273,0.023,0.129,1,"3","MYO18A"
"SNAPC3",0.00412268896829274,0.53689284390063,0.658755736715106,0.115,0.04,1,"3","SNAPC3"
"MRPL15.2",0.00412961513422284,0.577180663700408,0.750888667281156,0.414,0.268,1,"3","MRPL15"
"ANXA8.2",0.00413043189507381,0.447719688542825,-5.73182593839641,0.023,0.125,1,"3","ANXA8"
"KIF5C",0.00414514237584691,0.44702447163515,-3.62995680820516,0.023,0.129,1,"3","KIF5C"
"NGLY1.1",0.00414735610403761,0.567354931405265,0.555072567879122,0.322,0.179,1,"3","NGLY1"
"CYP2J23.1",0.00415443353669015,0.441207823507601,-3.60144731821121,0.046,0.161,1,"3","CYP2J23"
"APOA5",0.00416433177583837,0.539094364108268,0.962816189842105,0.126,0.046,1,"3","APOA5"
"ATXN7.1",0.0042028312125763,0.558120133481646,0.618312777727743,0.241,0.123,1,"3","ATXN7"
"LOC107049115.2",0.00421471511698315,0.572175101965146,0.955554908322185,0.356,0.222,1,"3","LOC107049115"
"ASNS.2",0.0042445294798215,0.566265758249907,0.55118710188976,0.31,0.173,1,"3","ASNS"
"ALDH18A1.1",0.00425009881903683,0.568710604375232,-0.925971448005359,0.345,0.19,1,"3","ALDH18A1"
"ARHGAP35",0.00425721882106987,0.534343715239155,0.903329165373679,0.103,0.034,1,"3","ARHGAP35"
"HDAC7",0.00428214944095232,0.428890897293289,-1.59566238937837,0.115,0.254,1,"3","HDAC7"
"FGFR1.2",0.00428383747971067,0.444834538375973,-6.55913651335325,0.034,0.141,1,"3","FGFR1"
"DDX5.1",0.00429839119384168,0.595800889877642,0.263662193742769,0.977,0.853,1,"3","DDX5"
"CHST8.1",0.00430930743737006,0.558259176863181,1.33781834056159,0.241,0.125,1,"3","CHST8"
"NUCKS1.2",0.00432514504267275,0.590250741564701,0.287751371707834,0.69,0.486,1,"3","NUCKS1"
"INSR.1",0.00433328237136794,0.571595754542084,-0.300332078800151,0.379,0.214,1,"3","INSR"
"EIF2B4",0.00437854246414394,0.566497497219132,0.443651304018368,0.31,0.177,1,"3","EIF2B4"
"GPD1L",0.00438968655544452,0.447360493140527,-2.17670222572695,0.023,0.129,1,"3","GPD1L"
"RILP.1",0.00439777335328157,0.554342788283278,0.581181848830475,0.218,0.105,1,"3","RILP"
"ARAP2.1",0.00444784754214908,0.555582591768632,1.32843919862537,0.218,0.113,1,"3","ARAP2"
"PDIA3.2",0.00447213090966742,0.412217278457545,-1.61935645876374,0.368,0.48,1,"3","PDIA3"
"HISTH1.1",0.00447677597834922,0.568525213199852,0.30847633769377,0.333,0.194,1,"3","HISTH1"
"LRRC66",0.00448474619772848,0.541342232109752,2.11403659234655,0.138,0.054,1,"3","LRRC66"
"TCP11L1",0.00448959512707609,0.439991193919169,-5.85645975780884,0.057,0.171,1,"3","TCP11L1"
"SLC25A12.2",0.00452971689669332,0.568223952539859,0.28792653441619,0.333,0.192,1,"3","SLC25A12"
"SKAP2.2",0.00453166789978898,0.567575083426029,1.12615863534281,0.31,0.19,1,"3","SKAP2"
"FLAD1.2",0.00453292946205063,0.551017334074898,0.708643604131193,0.195,0.091,1,"3","FLAD1"
"CFAP77.1",0.00455003453293801,0.54586114200964,1.83365514217209,0.161,0.071,1,"3","CFAP77"
"KDSR.1",0.00455255135500722,0.430165461624027,-2.88299308739542,0.115,0.246,1,"3","KDSR"
"RBMX",0.00459581574939359,0.589578698553949,0.386813360700129,0.655,0.49,1,"3","RBMX"
"LOC100859848.3",0.00464504351561823,0.554667222840193,0.928438780395567,0.218,0.109,1,"3","LOC100859848"
"FZD10.1",0.00464509048742759,0.452180663700408,-7.16058307082009,0.011,0.107,1,"3","FZD10"
"GMPR",0.00464735151893904,0.541666666666667,2.21523999686803,0.138,0.056,1,"3","GMPR"
"SKIV2L",0.00465663936887053,0.536394605116796,0.274213617237298,0.115,0.04,1,"3","SKIV2L"
"ANKRD16.1",0.00467273688645435,0.55713524286244,0.745802053216578,0.241,0.121,1,"3","ANKRD16"
"DYM.2",0.00468850085522287,0.579498053392658,0.506800944642016,0.471,0.306,1,"3","DYM"
"UBL7",0.00470069265737328,0.564098998887653,0.900381105405731,0.287,0.165,1,"3","UBL7"
"FUT9.1",0.00471879672171199,0.451867816091954,-1.78753878155128,0.011,0.109,1,"3","FUT9"
"SRI.2",0.00472646609296382,0.588790786058584,0.296162576250654,0.678,0.47,1,"3","SRI"
"MBNL2.1",0.00473524437240479,0.418613274008157,-2.85240249297227,0.264,0.375,1,"3","MBNL2"
"TBC1D20",0.00473766346818759,0.545223859844271,-0.407691529976997,0.161,0.069,1,"3","TBC1D20"
"PDIK1L",0.00476247342937696,0.549244530960326,1.95382099554179,0.184,0.085,1,"3","PDIK1L"
"LAMB2",0.00476311472754121,0.541064145346681,-0.556157276278231,0.138,0.054,1,"3","LAMB2"
"PENK.1",0.00477930036407044,0.448924731182796,-6.11391483184328,0.023,0.123,1,"3","PENK"
"ERICH5",0.00484549561595897,0.541469688542825,2.42096089016169,0.138,0.056,1,"3","ERICH5"
"PSEN1",0.00490187234244495,0.412460604375232,-1.35834746575302,0.368,0.498,1,"3","PSEN1"
"SURF2.2",0.00491037140969343,0.570402298850575,0.425463506999132,0.368,0.214,1,"3","SURF2"
"BCL11A.2",0.0049161439278523,0.566520671116055,0.396185919942618,0.322,0.183,1,"3","BCL11A"
"RABGAP1L.1",0.00494068503263485,0.445715146459029,-5.5795813736933,0.034,0.141,1,"3","RABGAP1L"
"PUDP",0.00495799360763083,0.425970986281053,-1.48784906943959,0.149,0.294,1,"3","PUDP"
"CLTC.1",0.00496071929559955,0.58580135335558,0.539157036089007,0.609,0.413,1,"3","CLTC"
"XPO5.2",0.00497975143489709,0.575419447534297,0.421091794464861,0.414,0.266,1,"3","XPO5"
"SRR.1",0.00502032696481317,0.545351316277345,1.22351247454822,0.161,0.071,1,"3","SRR"
"ACBD5.2",0.00502574952481849,0.580123748609566,0.559949535770634,0.494,0.323,1,"3","ACBD5"
"GNPTAB.2",0.00502732111939026,0.564319150908417,1.31742829099067,0.299,0.169,1,"3","GNPTAB"
"CWC15.1",0.00502844269550325,0.589578698553949,0.265309258918098,0.724,0.51,1,"3","CWC15"
"RAB5C.1",0.0050367315863711,0.588709677419355,0.458442549997174,0.644,0.494,1,"3","RAB5C"
"LOC101748311.3",0.00504810069759129,0.576056729699666,0.350284706864729,0.448,0.27,1,"3","LOC101748311"
"KIF20BL.1",0.0050943270237394,0.44591212458287,-3.14695866821365,0.034,0.141,1,"3","KIF20BL"
"GTF3C3.1",0.00512759498441074,0.559383110863923,0.318451473932085,0.264,0.137,1,"3","GTF3C3"
"DDX59",0.00515515445631456,0.549175009269559,0.838048156934206,0.184,0.087,1,"3","DDX59"
"LAMA5.1",0.00516078778488666,0.449017426770486,-3.30995667268976,0.023,0.125,1,"3","LAMA5"
"PDGFA",0.00516915880067956,0.443223952539859,-3.00312085679909,0.046,0.157,1,"3","PDGFA"
"RIMS1",0.00519038300984983,0.547216814979607,2.8083902332106,0.172,0.079,1,"3","RIMS1"
"SCUBE2.2",0.00519617700205713,0.446352428624398,-5.83653630341577,0.034,0.139,1,"3","SCUBE2"
"CS.3",0.00520709369783792,0.55954532814238,1.30606248327664,0.253,0.141,1,"3","CS"
"DRAM2.1",0.00523032867591488,0.552952354467927,0.705150896696146,0.207,0.105,1,"3","DRAM2"
"PRPSAP1",0.00523586986028174,0.415148776418242,-1.62818430182597,0.322,0.454,1,"3","PRPSAP1"
"E2F5.1",0.00527411570975084,0.558363459399333,0.280181583050755,0.253,0.133,1,"3","E2F5"
"DACH1.3",0.00533309936296359,0.562696978123841,1.34709860095378,0.276,0.163,1,"3","DACH1"
"DPH6.2",0.00533958514142972,0.560692436040044,-0.487083624866002,0.276,0.147,1,"3","DPH6"
"PLEKHG4.3",0.00535192021173372,0.449585187245087,-4.21014362255597,0.023,0.123,1,"3","PLEKHG4"
"SHISA5.2",0.00535571814637082,0.577099555061179,-0.381115547624644,0.471,0.288,1,"3","SHISA5"
"TRAF4",0.00536270927480591,0.542836948461253,-0.526294139424032,0.149,0.062,1,"3","TRAF4"
"BMP4.3",0.00536547116087507,0.429389136077123,-4.72464523049795,0.149,0.262,1,"3","BMP4"
"PTRH2.2",0.00536936393024859,0.570054690396737,0.32932849807564,0.356,0.22,1,"3","PTRH2"
"PCMT1L.2",0.00539369657407893,0.576056729699666,0.480614252668672,0.425,0.282,1,"3","PCMT1L"
"KCNK5.1",0.00539495873331132,0.453791249536522,-9.50816416840604,0.011,0.103,1,"3","KCNK5"
"MED21.1",0.00540022619648511,0.57729653318502,0.560995259632143,0.448,0.296,1,"3","MED21"
"CEP95",0.00540145125898587,0.544968946978124,0.846035569857258,0.161,0.071,1,"3","CEP95"
"GTF2E1",0.0054163733966842,0.436700500556174,-2.35557760665252,0.08,0.204,1,"3","GTF2E1"
"DPP7.2",0.0054178408751289,0.585951983685577,0.356731446301281,0.632,0.435,1,"3","DPP7"
"OTUD1.1",0.00542459027750797,0.563287912495365,0.963170379518138,0.287,0.167,1,"3","OTUD1"
"EHD4.3",0.00542538482539029,0.552396180941787,1.36782781107389,0.207,0.103,1,"3","EHD4"
"CCP110.2",0.00542821764413366,0.445668798665184,-1.33240515629247,0.034,0.145,1,"3","CCP110"
"TTC19.2",0.00544675472036465,0.565952910641453,0.596091346608032,0.322,0.185,1,"3","TTC19"
"PEX6.1",0.00545234218268097,0.550658138672599,0.792005426335799,0.195,0.095,1,"3","PEX6"
"LSM8.1",0.00548033919601311,0.574434556915091,-0.378763962505976,0.437,0.26,1,"3","LSM8"
"HIST1H3H.1",0.00551909718007731,0.546880793474231,1.44549836905443,0.172,0.079,1,"3","HIST1H3H"
"MVB12A.1",0.00552267543990106,0.569452169076752,0.553884198098581,0.356,0.216,1,"3","MVB12A"
"ABL1",0.00555794224030951,0.43833426028921,-2.42576444903881,0.069,0.194,1,"3","ABL1"
"NAT8B.2",0.00556762790544091,0.582325268817204,-0.372222250331634,0.586,0.365,1,"3","NAT8B"
"ANK3.2",0.00557711596001805,0.433595198368558,-1.35906660408846,0.103,0.23,1,"3","ANK3"
"HIST1H4D.1",0.00559390000297995,0.584607897664071,-0.720465568886158,0.644,0.407,1,"3","HIST1H4D"
"STOX2.2",0.00559426711430802,0.573159992584353,0.35235421781575,0.402,0.252,1,"3","STOX2"
"ASTE1",0.00559717693011215,0.533891824249166,2.78261448759455,0.103,0.036,1,"3","ASTE1"
"GPATCH2L",0.00561094005250354,0.538306451612903,0.588855632662119,0.126,0.048,1,"3","GPATCH2L"
"USP9X.1",0.00561834092505864,0.577597793845013,0.789675641700673,0.448,0.306,1,"3","USP9X"
"WDR24.2",0.00563498771342542,0.558189655172414,0.972174942308697,0.253,0.135,1,"3","WDR24"
"ANKRD60.2",0.00564310452107436,0.421556358917316,-1.25391475763004,0.241,0.357,1,"3","ANKRD60"
"EEF2KMT.2",0.00565434482766709,0.557332220986281,0.480351315049829,0.241,0.131,1,"3","EEF2KMT"
"DNAH1.1",0.00565439990351068,0.541203188728216,0.337253222819812,0.138,0.058,1,"3","DNAH1"
"CTNNA1",0.00565753492837512,0.420270207638116,-2.61928398681531,0.264,0.375,1,"3","CTNNA1"
"NSUN5.1",0.0056635875241584,0.556752873563218,0.979366676275245,0.241,0.127,1,"3","NSUN5"
"SLC22A23.2",0.00567170252546791,0.413387560252132,-2.57273568225047,0.425,0.504,1,"3","SLC22A23"
"DDIT4.1",0.00572416888791955,0.424615313311086,-3.35249098915271,0.218,0.317,1,"3","DDIT4"
"EIF4E2.2",0.00575960791321636,0.57711114200964,0.578497376369834,0.448,0.302,1,"3","EIF4E2"
"GNMT.1",0.00576729323412781,0.549974508713385,1.05497233302742,0.195,0.093,1,"3","GNMT"
"WASHC4.1",0.00580366403684374,0.550287356321839,0.31096065497431,0.195,0.095,1,"3","WASHC4"
"ATP5SL.3",0.00580566224716319,0.568467278457545,-0.507748147391909,0.368,0.208,1,"3","ATP5SL"
"ADAL",0.00581080532790495,0.551643029291806,0.383396560565133,0.207,0.101,1,"3","ADAL"
"TXLNG.1",0.00582283659239561,0.563681868743048,0.570614934220445,0.299,0.173,1,"3","TXLNG"
"SLC25A17.1",0.00582819160479574,0.571155450500556,0.547794405254002,0.379,0.236,1,"3","SLC25A17"
"BRAT1",0.00582882763609529,0.548838987764182,0.591018347700355,0.184,0.089,1,"3","BRAT1"
"CDR2.3",0.00582962661979571,0.45044262143122,-4.4812520499004,0.023,0.121,1,"3","CDR2"
"CEP44",0.00583349308191622,0.536012235817575,1.70073061340186,0.115,0.042,1,"3","CEP44"
"IFT27.2",0.00585834453457229,0.572279384501298,0.624410682159759,0.402,0.246,1,"3","IFT27"
"LOC426514",0.0058688827574312,0.545351316277345,1.28832793516248,0.161,0.075,1,"3","LOC426514"
"LYPD6B",0.00591491585900949,0.444405821282907,-3.01210142500553,0.046,0.155,1,"3","LYPD6B"
"EVC",0.0059180714256905,0.546104467927327,-0.570376415176962,0.172,0.077,1,"3","EVC"
"TMEM260.1",0.00593830421097861,0.550495921394142,0.927804318616332,0.195,0.097,1,"3","TMEM260"
"PIK3CB.1",0.00596244406846965,0.549777530589544,0.86113080039939,0.195,0.093,1,"3","PIK3CB"
"AARSD1.2",0.00597564692201904,0.581444660734149,-0.357094585218387,0.575,0.363,1,"3","AARSD1"
"ATP13A3",0.00601937153123653,0.546788097886541,1.87524496899205,0.172,0.081,1,"3","ATP13A3"
"C9H21orf2.2",0.00602981804698819,0.579799314052651,0.614059028927864,0.517,0.343,1,"3","C9H21orf2"
"RPLP0.3",0.00603475221847093,0.408138672599184,-0.653701765701457,0.908,0.782,1,"3","RPLP0"
"VPS13A.2",0.00605809493910846,0.435298479792362,-0.896711754589811,0.092,0.222,1,"3","VPS13A"
"SCAF11.1",0.00613857091728496,0.576914163885799,0.334852095082362,0.471,0.304,1,"3","SCAF11"
"GPATCH4.2",0.00614282747623931,0.570019929551353,0.617624118338551,0.368,0.23,1,"3","GPATCH4"
"ACSBG2.1",0.00615169764994225,0.451114664441973,-5.28165365281455,0.023,0.119,1,"3","ACSBG2"
"PXMP4.3",0.00615511837701135,0.580656748238784,0.561843038791945,0.506,0.365,1,"3","PXMP4"
"LOC107057318",0.00617353613613668,0.542130144605117,-0.863225802402925,0.149,0.062,1,"3","LOC107057318"
"FRMD1.3",0.00619221464980077,0.437465239154616,-1.7391895659703,0.08,0.206,1,"3","FRMD1"
"PCOLCE2",0.00619404426971071,0.533486281053022,2.78799833312236,0.103,0.036,1,"3","PCOLCE2"
"MED15.1",0.00620117669788849,0.568502039302929,-0.324908955579834,0.368,0.214,1,"3","MED15"
"SORBS1.1",0.00620289381748933,0.430061179087875,-3.87606765437816,0.149,0.268,1,"3","SORBS1"
"ATAD2.2",0.00620954517746076,0.546614293659622,0.796763936592815,0.172,0.081,1,"3","ATAD2"
"SNRNP200.1",0.00624443291305985,0.557482851316277,0.825188118671979,0.253,0.135,1,"3","SNRNP200"
"TMEM50B.1",0.0062599219172552,0.57711114200964,0.452068266314195,0.46,0.312,1,"3","TMEM50B"
"POLR2E.2",0.00626573736064222,0.587238134964776,0.287100166652583,0.713,0.51,1,"3","POLR2E"
"HRASLS.1",0.00629424977376171,0.423190118650352,-1.70796107783029,0.218,0.351,1,"3","HRASLS"
"MLC1.2",0.00630593507672598,0.443131256952169,-3.37415865253694,0.057,0.165,1,"3","MLC1"
"MAML1.1",0.00631187077614679,0.429690396737115,-2.93040410237117,0.149,0.274,1,"3","MAML1"
"STYXL1",0.00634868897650549,0.538248516870597,1.07603743332167,0.126,0.05,1,"3","STYXL1"
"GSTM2",0.00636106008785132,0.555397200593252,-0.858562609745766,0.241,0.123,1,"3","GSTM2"
"KCTD10.1",0.0064109897509563,0.430165461624027,-2.72365221811185,0.149,0.27,1,"3","KCTD10"
"SEC11C.2",0.0064436542722558,0.586890526510938,-0.530435772946592,0.759,0.5,1,"3","SEC11C"
"SMARCA4",0.0064440073825123,0.542779013718947,1.97018817849846,0.149,0.067,1,"3","SMARCA4"
"IP6K1",0.00645312083650503,0.536116518353726,1.89585841760303,0.115,0.044,1,"3","IP6K1"
"C1H12ORF73.2",0.00645645702867123,0.573588709677419,0.520791470934187,0.425,0.27,1,"3","C1H12ORF73"
"CCDC28A.1",0.00650689322711573,0.561700500556173,0.939450679107964,0.287,0.165,1,"3","CCDC28A"
"SF3A3.1",0.00650785359967573,0.579069336299592,0.314215967478593,0.517,0.343,1,"3","SF3A3"
"FNDC10.1",0.00653182384427693,0.455228031145717,-4.64238006382257,0.011,0.101,1,"3","FNDC10"
"GOLM1.1",0.00659061133383467,0.451520207638116,-4.36959113864231,0.023,0.119,1,"3","GOLM1"
"GPT2.2",0.00659338786313991,0.448484427141268,-5.46512288139166,0.034,0.135,1,"3","GPT2"
"SLC2A1",0.0066849863957898,0.572233036707453,-0.922794401924201,0.425,0.256,1,"3","SLC2A1"
"GPR1",0.0067005068979048,0.550101965146459,2.03699039097505,0.195,0.099,1,"3","GPR1"
"FZD4.3",0.00670062632755984,0.455367074527253,-4.20299270312798,0.011,0.101,1,"3","FZD4"
"ASS1.3",0.00670707423703954,0.446120689655172,-4.26055203720578,0.046,0.149,1,"3","ASS1"
"C2H8ORF37.2",0.00671849227345821,0.564319150908417,0.96686878683358,0.31,0.188,1,"3","C2H8ORF37"
"USP24.1",0.00672318783374427,0.551712550982573,2.02874164090468,0.207,0.107,1,"3","USP24"
"MMD.3",0.00673022753174097,0.584109658880237,-0.680187333647075,0.69,0.435,1,"3","MMD"
"FANCC",0.00673128522305223,0.533150259547645,0.961266452059965,0.103,0.036,1,"3","FANCC"
"PEX11G.2",0.00676915650774332,0.558745828698554,0.798177128714665,0.264,0.147,1,"3","PEX11G"
"PLIN2.1",0.00679558571514521,0.421347793845013,-1.9682351060997,0.276,0.385,1,"3","PLIN2"
"PSMA2.1",0.00679755846671618,0.58810715609937,0.28857065413376,0.782,0.577,1,"3","PSMA2"
"ALDH7A1.1",0.0068042699060126,0.421359380793474,-2.10269262154549,0.276,0.385,1,"3","ALDH7A1"
"PQLC2L.1",0.00681851240272706,0.429354375231739,-1.85358748151154,0.161,0.284,1,"3","PQLC2L"
"DTWD1.2",0.00682757390668614,0.5706340378198,0.859390297955713,0.379,0.246,1,"3","DTWD1"
"ACTR6.2",0.00683216432394715,0.585013440860215,0.586028350705172,0.632,0.478,1,"3","ACTR6"
"ORC4",0.00685623175339044,0.55094781238413,0.540834660009394,0.207,0.103,1,"3","ORC4"
"UBE2R2L.1",0.00688009164498869,0.558375046347794,0.852289732373214,0.264,0.145,1,"3","UBE2R2L"
"DPY19L1",0.00688512854756449,0.545652576937338,0.377380511268674,0.172,0.079,1,"3","DPY19L1"
"PLAT.2",0.00689370574167763,0.434661197626993,-3.14492409460285,0.115,0.234,1,"3","PLAT"
"TLN1.2",0.00689470167469215,0.565535780496848,0.317247255105711,0.333,0.198,1,"3","TLN1"
"MLST8.2",0.00689593021446399,0.575454208379681,0.399792685081213,0.448,0.302,1,"3","MLST8"
